country,city,region,type,size,sports,percentage,Links,logo,Music,University
Germany,Dresden,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/technische-universitat-dresden,https://www.topuniversities.com/sites/default/files/technische-universitt-dresden_598_small.jpg,YES,Technische Universität Dresden
Israel,Tel Aviv,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/tel-aviv-university,https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg,YES,Tel Aviv University
Israel,Haifa,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/technion-israel-institute-technology,https://www.topuniversities.com/sites/default/files/technion-israel-institute-of-technology_600_small.jpg,YES,Technion - Israel Institute of Technology
New Zealand,Christchurch,Oceania,Public,L,Football,E,https://www.topuniversities.com/universities/university-canterbury,https://www.topuniversities.com/sites/default/files/university-of-canterbury_97_small.jpg,YES,University of Canterbury
United States,Washington D.C.,North America,Private,L,Football,C,https://www.topuniversities.com/universities/georgetown-university,https://www.topuniversities.com/sites/default/files/georgetown-university_224_small.jpg,YES,Georgetown University
Japan,Tokyo,Asia,Private,XL,Cricket,B,https://www.topuniversities.com/universities/keio-university,https://www.topuniversities.com/sites/default/files/keio-university_592560cf2aeae70239af4bbe_small.jpg,YES,Keio University
Belgium,Brussels,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universite-libre-de-bruxelles,https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_small.jpg,YES,Universite libre de Bruxelles
Australia,Wollongong,Oceania,Public,L,Football,E,https://www.topuniversities.com/universities/university-wollongong,https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg,YES,University of Wollongong
India,Mumbai,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/indian-institute-technology-bombay-iitb,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bombay-iitb_281_small.jpg,NO,Indian Institute of Technology Bombay (IITB)
France,Paris,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/sciences-po,https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,NO,Sciences Po 
France,Paris,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universite-paris-sorbonne-paris-iv,https://www.topuniversities.com/sites/default/files/universit-paris-sorbonne-paris-iv_484_small.jpg,YES,Universitas© Paris-Sorbonne (Paris IV)
United States,Phoenix,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/arizona-state-university,https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg,YES,Arizona State University
Italy,Rome,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/sapienza-university-rome,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,YES,Sapienza University of Rome
Canada,Kingston,North America,Public,L,Football,E,https://www.topuniversities.com/universities/queens-university-kingston,https://www.topuniversities.com/sites/default/files/queens-university-at-kingston_513_small.jpg,YES,Queen's University at Kingston
Japan,Tsukuba City,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/university-tsukuba,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg,YES,University of Tsukuba
Canada,Burnaby,North America,Public,L,Football,B,https://www.topuniversities.com/universities/simon-fraser-university,https://www.topuniversities.com/sites/default/files/simon-fraser-university_562_small.jpg,YES,Simon Fraser University
Saudi Arabia,Riyadh,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/king-saud-university,https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg,YES,King Saud University
France,Paris,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne,https://www.topuniversities.com/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,YES,Universitas© Paris 1 PanthÃ©on-Sorbonne
New Zealand,"Kelburn, Wellington",Oceania,Public,L,Football,C,https://www.topuniversities.com/universities/victoria-university-wellington,https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small.jpg,YES,Victoria University of Wellington
Lebanon,Beirut,Asia,Private,M,VollyBall,D,https://www.topuniversities.com/universities/american-university-beirut-aub,https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg,NO,American University of Beirut (AUB)
Germany,Bonn,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn,https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,YES,Rheinische Friedrich-Wilhelms-university Bonn
Germany,Hamburg,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universitat-hamburg,https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg,YES,Universität Hamburg
United States,Tucson,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/university-arizona,https://www.topuniversities.com/sites/default/files/the-university-of-arizona_26_small.jpg,YES,The University of Arizona
Finland,Turku,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-turku,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,YES,University of Turku
United Kingdom,Egham,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/royal-holloway-university-london,https://www.topuniversities.com/sites/default/files/royal-holloway-university-of-london_534_small.jpg,NO,Royal Holloway University of London
Kazakhstan,Almaty,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,YES,Al-Farabi Kazakh National University
United Kingdom,Loughborough,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/loughborough-university,https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg,YES,Loughborough University
United States,Medford,North America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/tufts-university,https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,NO,Tufts University
Spain,Madrid,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/complutense-university-madrid,https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg,YES,Complutense University of Madrid
United Kingdom,Leicester,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-leicester,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,YES,University of Leicester
Taiwan,Tainan City,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku,https://www.topuniversities.com/sites/default/files/national-cheng-kung-university-ncku_435_small.jpg,YES,National Cheng Kung University (NCKU)
France,Paris,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universite-paris-saclay,https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,YES,Universitas© Paris-Saclay
Taiwan,Taipei City,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech,https://www.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg,NO,National Taiwan University of Science and Technology (Taiwan Tech)
United Kingdom,Dundee,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-dundee,https://www.topuniversities.com/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,YES, University of Dundee
Australia,Callaghan,Oceania,Public,L,Football,C,https://www.topuniversities.com/universities/university-newcastle-australia-uon,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,YES,"The University of Newcastle, Australia (UON)"
Spain,Pamplona,Europe,Private,M,VollyBall,D,https://www.topuniversities.com/universities/university-navarra,https://www.topuniversities.com/sites/default/files/university-of-navarra_592560cf2aeae70239af4c40_small.jpg,NO,University of Navarra
Australia,Sydney,Oceania,Public,L,Football,D,https://www.topuniversities.com/universities/macquarie-university,https://www.topuniversities.com/sites/default/files/macquarie-university_378_small.jpg,YES,Macquarie University
Germany,Darmstadt,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/technical-university-darmstadt,https://www.topuniversities.com/sites/default/files/technische-universitt-darmstadt_628_small.jpg,YES,Technical University of Darmstadt
India,Chennai,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/indian-institute-technology-madras-iitm,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small.jpg,NO,Indian Institute of Technology Madras (IITM)
Ireland,Galway,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/national-university-ireland-galway,https://www.topuniversities.com/sites/default/files/national-university-of-ireland-galway_220_small.jpg,YES,National University of Ireland Galway
United States,Amherst,North America,Public,L,Football,A,https://www.topuniversities.com/universities/university-massachusetts-amherst,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,YES,University of Massachusetts Amherst
Thailand,Bangkok,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/chulalongkorn-university,https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg,YES,Chulalongkorn University
Australia,Melbourne,Oceania,Public,XL,Cricket,A,https://www.topuniversities.com/universities/rmit-university,https://www.topuniversities.com/sites/default/files/rmit-university_592560cf2aeae70239af4c95_small.jpg,YES,RMIT University
United Kingdom,London,Europe,Public,S,Tanis,C,https://www.topuniversities.com/universities/soas-university-london,https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_small.jpg,NO,SOAS University of London 
United Kingdom,Norwich,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-east-anglia-uea,https://www.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,YES,University of East Anglia (UEA)
United States,Miami,North America,Private,L,Football,E,https://www.topuniversities.com/universities/university-miami,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,YES,University of Miami
China (Mainland),Beijing,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/beijing-normal-university,https://www.topuniversities.com/sites/default/files/beijing-normal-university_869_small.jpg,YES,Beijing Normal University 
Russia,SaintÂ Petersburg,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/saint-petersburg-state-university,https://www.topuniversities.com/sites/default/files/saint-petersburg-state-university_592560cf2aeae70239af4cc0_small.jpg,YES,Saint Petersburg State University
Norway,Trondheim,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/norwegian-university-science-technology,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,YES,Norwegian University of Science And Technology
France,Strasbourg,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universite-de-strasbourg,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,YES,Universitas© de Strasbourg
United Kingdom,Guildford,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-surrey,https://www.topuniversities.com/sites/default/files/university-of-surrey_584_small.jpg,YES,University of Surrey
France,Paris,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universite-diderot-paris-7,https://www.topuniversities.com/sites/default/files/universit-diderot-paris-7_592560cf2aeae70239af4c6c_small.jpg,YES,Universitas© Diderot  Paris 7
Germany,Stuttgart,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universitat-stuttgart,https://www.topuniversities.com/sites/default/files/universitt-stuttgart_580_small.jpg,YES,Universität Stuttgart
Germany,Frankfurt,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/goethe-university-frankfurt-am-main,https://www.topuniversities.com/sites/default/files/universitt-frankfurt-am-main_214_small.jpg,YES,Goethe-University Frankfurt am Main
Sweden,Gothenburg,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-gothenburg,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,YES,University of Gothenburg
South Korea,Seoul,Asia,Private,L,Football,D,https://www.topuniversities.com/universities/kyung-hee-university,https://www.topuniversities.com/sites/default/files/kyung-hee-university_592560cf2aeae70239af4bcd_small.jpg,YES,Kyung Hee University
France,Cachan,Europe,Public,S,Tanis,B,https://www.topuniversities.com/universities/ens-paris-saclay,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,NO,ENS Paris-Saclay
France,Paris,Europe,Public,S,Tanis,C,https://www.topuniversities.com/universities/ecole-des-ponts-paristech,https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg,NO,Ecole des Ponts ParisTech
Colombia,BogotÃ¡Â¡,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidad-nacional-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg,YES,Universidad Nacional de Colombia
Malaysia,Seri Kembangan,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,YES,Universiti Putra Malaysia (UPM)
United States,Riverside,North America,Public,L,Football,B,https://www.topuniversities.com/universities/university-california-riverside,https://www.topuniversities.com/sites/default/files/university-of-california-riverside_88_small.jpg,YES,"University of California, Riverside"
Colombia,BogotÃ¡Â¡,Latin America,Private,L,Football,C,https://www.topuniversities.com/universities/universidad-de-los-andes,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg,YES,Universidad de los Andes
Germany,Erlangen,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/friedrich-alexander-universitat-erlangen-nurnberg,https://www.topuniversities.com/sites/default/files/friedrich-alexander-universitt-erlangen-nrnberg_191_small.jpg,YES,Friedrich-Alexander-university Erlangen-NÃ¼rnberg
United Kingdom,Glasgow,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-strathclyde,https://www.topuniversities.com/sites/default/files/university-of-strathclyde_579_small.jpg,YES,University of Strathclyde
China (Mainland),Wuhan,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/wuhan-university,https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg,YES,Wuhan University
Australia,Brisbane,Oceania,Public,XL,Cricket,D,https://www.topuniversities.com/universities/queensland-university-technology-qut,https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small.jpg,YES,Queensland University of Technology (QUT)
United States,Raleigh,North America,Public,L,Football,D,https://www.topuniversities.com/universities/north-carolina-state-university,https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg,YES,North Carolina State University
China (Mainland),Harbin,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/harbin-institute-technology,https://www.topuniversities.com/sites/default/files/harbin-institute-of-technology_877_small.jpg,YES,Harbin Institute of Technology
Hong Kong SAR,Hong Kong,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/hong-kong-baptist-university,https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_small.jpg,NO,Hong Kong Baptist University
Spain,Madrid,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m,https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg,YES,Universidad Carlos III de Madrid (UC3M)
United Kingdom,London,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/birkbeck-university-london,https://www.topuniversities.com/sites/default/files/birkbeck-university-of-london_1636_small.jpg,NO,"Birkbeck, University of London"
Sweden,LinkÃ¶ping,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/linkoping-university,https://www.topuniversities.com/sites/default/files/linkping-university_348_small.jpg,YES,Linköping University
Thailand,Nakhon Pathom,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/mahidol-university,https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,YES,Mahidol University
Spain,Barcelona,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universitat-pompeu-fabra,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg,YES,Universitat Pompeu Fabra (Barcelona)
Ireland,Cork,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-college-cork,https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg,YES,University College Cork
Saudi Arabia,Jeddah,Asia,Public,XL,Cricket,B,https://www.topuniversities.com/universities/king-abdulaziz-university-kau,https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg,YES,King Abdulaziz University (KAU)
Canada,Halifax,North America,Public,L,Football,D,https://www.topuniversities.com/universities/dalhousie-university,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,YES,Dalhousie University
Australia,Magill,Oceania,Public,L,Football,A,https://www.topuniversities.com/universities/university-south-australia,https://www.topuniversities.com/sites/default/files/university-of-south-australia_566_small.jpg,YES,University of South Australia
Malaysia,Skudai,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/universiti-teknologi-malaysia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg,YES,Universiti Teknologi Malaysia 
Switzerland,St. Gallen,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-stgallen-hsg,https://www.topuniversities.com/sites/default/files/university-of-st.gallen-hsg_571_small.jpg,NO,University of St. Gallen (HSG)
United States,Bloomington,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/indiana-university-bloomington,https://www.topuniversities.com/sites/default/files/indiana-university-bloomington_289_small.jpg,YES,Indiana University Bloomington
Canada,Ottawa,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-ottawa,https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg,YES,University of Ottawa
Russia,Novosibirsk,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/novosibirsk-state-university,https://www.topuniversities.com/sites/default/files/novosibirsk-state-university_462_small.jpg,NO,Novosibirsk State University
Germany,MÃ¼nster,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/westfalische-wilhelms-universitat-munster,https://www.topuniversities.com/sites/default/files/westflische-wilhelms-universitt-mnster_421_small.jpg,YES,WestfÃ¤lische Wilhelms-university Münster 
Sweden,UmeaÂ¥,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/umea-university,https://www.topuniversities.com/sites/default/files/umea-university_639_small.jpg,YES,Umea University
United States,Santa Cruz,North America,Public,L,Football,A,https://www.topuniversities.com/universities/university-california-santa-cruz,https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg,YES,"University of California, Santa Cruz"
China (Mainland),Guangzhou,Asia,Public,XL,Cricket,B,https://www.topuniversities.com/universities/sun-yat-sen-university,https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg,YES,Sun Yat-sen University
Japan,Higashi Hiroshima City,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/hiroshima-university,https://www.topuniversities.com/sites/default/files/hiroshima-university_264_small.jpg,YES,Hiroshima University
Austria,Innsbruck,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universitat-innsbruck,https://www.topuniversities.com/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg,YES,Universität Innsbruck
United States,Newton,North America,Private,L,Football,C,https://www.topuniversities.com/universities/boston-college,https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg,YES,Boston College
United States,New Brunswick,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/rutgers-university-new-brunswick,https://www.topuniversities.com/sites/default/files/rutgers-university-new-brunswick_538_small.jpg,YES,Rutgers University€“New Brunswick
Czech Republic,Prague,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/charles-university,https://www.topuniversities.com/sites/default/files/charles-university_117_small.jpg,YES,Charles University
Malaysia,Bangi,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,YES,Universiti Kebangsaan Malaysia (UKM)
India,Kanpur,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/indian-institute-technology-kanpur-iitk,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kanpur-iitk_592560cf2aeae70239af4ba5_small.jpg,NO,Indian Institute of Technology Kanpur (IITK)
Italy,Turin,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/politecnico-di-torino,https://www.topuniversities.com/sites/default/files/politecnico-di-torino_633_small.jpg,YES,Politecnico di Torino
Australia,Perth,Oceania,Public,L,Football,B,https://www.topuniversities.com/universities/curtin-university,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,YES,Curtin University
Russia,Moscow,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/bauman-moscow-state-technical-university,https://www.topuniversities.com/sites/default/files/bauman-moscow-state-technical-university_592560cf2aeae70239af505c_small.jpg,YES,Bauman Moscow State Technical University
Argentina,Pilar,Latin America,Private,S,Tanis,A,https://www.topuniversities.com/universities/universidad-austral,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,NO,Universidad Austral
Taiwan,Taipei City,Asia,Public,S,Tanis,D,https://www.topuniversities.com/universities/national-yang-ming-university,https://www.topuniversities.com/sites/default/files/national-yang-ming-university_444_small.jpg,NO,National Yang Ming University
Taiwan,Taipei City,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/national-taiwan-normal-university,https://www.topuniversities.com/sites/default/files/national-taiwan-normal-university_440_small.jpg,NO,National Taiwan Normal University
Argentina,Buenos Aires,Latin America,Private,L,Football,D,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,YES,Pontificia Universidad CatÃ³lica Argentina
United States,Troy,North America,Private,M,VollyBall,C,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute,https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,NO,Rensselaer Polytechnic Institute
India,Kharagpur,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/indian-institute-technology-kharagpur-iit-kgp,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_small.jpg,NO,Indian Institute of Technology Kharagpur (IIT-KGP)
United Kingdom,London,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/city-university-london,https://www.topuniversities.com/sites/default/files/city-university-of-london_354_small.jpg,YES,"City, University of London"
China (Mainland),Tianjin,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/nankai-university,https://www.topuniversities.com/sites/default/files/nankai-university_882_small.jpg,YES,Nankai University
China (Mainland),Shanghai,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/tongji-university,https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg,YES,Tongji University
Belgium,Arlon,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universite-de-liege,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,YES,Universitas© de Liège
China (Mainland),Xi'an,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/xian-jiaotong-university,https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg,YES,Xià€™an Jiaotong University
Finland,Tampere,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/tampere-university-technology,https://www.topuniversities.com/sites/default/files/tampere-university-of-technology_1269_small.jpg,NO,Tampere University of Technology 
Israel,Be'er Sheva,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/ben-gurion-university-negev,https://www.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg,YES,Ben-Gurion University of The Negev
Brazil,Rio de Janeiro,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-de-janeiro_525_small.jpg,YES,Universidade Federal do Rio de Janeiro
Spain,Barcelona,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg,YES,Universitat Polytechnic de Catalunya Â· BarcelonaTech (UPC)
Portugal,Porto,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-porto,https://www.topuniversities.com/sites/default/files/university-of-porto_760_small.jpg,YES,University of Porto
New Zealand,Hamilton,Oceania,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-waikato,https://www.topuniversities.com/sites/default/files/university-of-waikato_660_small.jpg,NO,University of Waikato
Indonesia,Depok,Asia,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universitas-indonesia,https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small.jpg,YES,Universitas Indonesia
Canada,Victoria,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-victoria-uvic,https://www.topuniversities.com/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,YES,University of Victoria (UVic)
France,Montpellier,Europe,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universite-de-montpellier,https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,YES,Universitas© de Montpellier
United Kingdom,Edinburgh,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/heriot-watt-university,https://www.topuniversities.com/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg,NO,Heriot-Watt University
Japan,Tokyo,Asia,Public,S,Tanis,A,https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu,https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg,NO,Tokyo Medical and Dental University (TMDU)
Portugal,Lisbon,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-lisbon,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,YES,University of Lisbon 
Malaysia,Gelugor,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg,YES,Universiti Sains Malaysia (USM)
Netherlands,Tilburg,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/tilburg-university,https://www.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,NO,Tilburg University
United Kingdom,Colchester,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/essex-university,https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,YES,"Essex, University of"
United States,New YorkÂ City,North America,Private,S,Tanis,E,https://www.topuniversities.com/universities/yeshiva-university,https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg,NO,Yeshiva University
South Korea,Seoul,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/ewha-womans-university,https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg,YES,Ewha Womans University
Australia,Nathan,Oceania,Public,XL,Cricket,C,https://www.topuniversities.com/universities/griffith-university,https://www.topuniversities.com/sites/default/files/griffith-university_242_small.jpg,YES,Griffith University
South Korea,Gwangju,Asia,Public,S,Tanis,D,https://www.topuniversities.com/universities/gwangju-institute-science-technology-gist,https://www.topuniversities.com/sites/default/files/gwangju-institute-of-science-and-technology-gist_718_small.jpg,NO,Gwangju Institute of Science and Technology (GIST)
