country,city,region,type,size,sports,percentage,Links,logo,Music,University
South Korea,Seoul,Asia,Private,L,Football,B,https://www.topuniversities.com/universities/konkuk-university,https://www.topuniversities.com/sites/default/files/konkuk-university-_592560cf2aeae70239af4eb1_small.jpg,YES,Konkuk University 
Kuwait,Kuwait City,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/kuwait-university,https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg,YES,Kuwait University
Pakistan,Lahore,Asia,Private,S,Tanis,A,https://www.topuniversities.com/universities/lahore-university-management-sciences-lums,https://www.topuniversities.com/sites/default/files/lahore-university-of-management-sciences-lums_592560cf2aeae70239af531b_small.jpg,NO,Lahore University of Management Sciences (LUMS)
Russia,Nizhny Novgorod,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/lobachevsky-university,https://www.topuniversities.com/sites/default/files/lobachevsky-university_1497_small.jpg,YES,Lobachevsky University
Poland,Lodz,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-lodz,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,YES,University of Lodz
United States,Chicago,North America,Private,L,Football,C,https://www.topuniversities.com/universities/loyola-university-chicago,https://www.topuniversities.com/sites/default/files/loyola-university-chicago_370_small.jpg,YES,Loyola University Chicago
Uganda,Kampala,Africa,Public,XL,Cricket,D,https://www.topuniversities.com/universities/makerere-university,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,YES,Makerere University
United Kingdom,Manchester,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/manchester-metropolitan-university-mmu,https://www.topuniversities.com/sites/default/files/manchester-metropolitan-university_1628_small.jpg,YES,Manchester Metropolitan University (MMU)
United States,Milwaukee,North America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/marquette-university,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,NO,Marquette University
United States,Oxford,North America,Public,L,Football,C,https://www.topuniversities.com/universities/miami-university,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,YES,Miami University
Taiwan,Taipei City,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/national-chengchi-university,https://www.topuniversities.com/sites/default/files/national-chengchi-university_436_small.jpg,NO,National Chengchi University
Ukraine,Kharkiv,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/national-technical-university-kharkiv-polytechnic-institute,https://www.topuniversities.com/sites/default/files/national-technical-university-kharkiv-polytechnic-institute_592560cf2aeae70239af56a1_small.jpg,NO,"National Technical University  ""Kharkiv Polytechnic Institute"""
United States,Newark,North America,Public,M,VollyBall,E,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,NO,New Jersey Institute of Technology (NJIT)
Poland,ToruÃ…â€ž,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/nicolaus-copernicus-university,https://www.topuniversities.com/sites/default/files/nicolaus-copernicus-university-_592560cf2aeae70239af503a_small.jpg,YES,Nicolaus Copernicus University 
Japan,Niigata City,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/niigata-university,https://www.topuniversities.com/sites/default/files/niigata-university_592560cf2aeae70239af4c46_small.jpg,YES,Niigata University
United Kingdom,Newcastle upon Tyne,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/northumbria-university-newcastle,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,YES,Northumbria University at Newcastle
South Africa,Potchefstroom,Africa,Public,XL,Cricket,D,https://www.topuniversities.com/universities/north-west-university,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,YES,North-West University
United Kingdom,Nottingham,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/nottingham-trent-university,https://www.topuniversities.com/sites/default/files/nottingham-trent-university_592560cf2aeae70239af50e6_small.jpg,YES,Nottingham Trent University
Russia,Novosibirsk,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/novosibirsk-state-technical-university,https://www.topuniversities.com/sites/default/files/novosibirsk-state-technical-university_592560cf2aeae70239af5966_small.jpg,NO,Novosibirsk State Technical University
Japan,Tokyo,Asia,Public,S,Tanis,D,https://www.topuniversities.com/universities/ochanomizu-university,https://www.topuniversities.com/sites/default/files/ochanomizu-university_592560cf2aeae70239af4c52_small.jpg,NO,Ochanomizu University
United States,Athens,North America,Public,L,Football,E,https://www.topuniversities.com/universities/ohio-university,https://www.topuniversities.com/sites/default/files/ohio-university_1822_small.jpg,YES,Ohio University
United States,Stillwater,North America,Public,L,Football,E,https://www.topuniversities.com/universities/oklahoma-state-university,https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_small.jpg,YES,Oklahoma State University 
India,Chandigarh,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/panjab-university,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,YES,Panjab University
Austria,Salzburg,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/paris-lodron-university-salzburg,https://www.topuniversities.com/sites/default/files/paris-lodron-university-of-salzburg_592560cf2aeae70239af51de_small.jpg,YES,Paris Lodron University of Salzburg
Russia,Moscow,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/plekhanov-russian-university-economics,https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,YES,Plekhanov Russian University of Economics
Ecuador,Quito,Latin America,Private,L,Football,A,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg,YES,Pontificia Universidad CatÃ³lica del Ecuador (PUCE)
Brazil,Porto Alegre,Latin America,Private,L,Football,B,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,YES,Pontifícia Universidade Católica do Rio Grande do Sul(PUCRS)
Thailand,Hat Yai,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/prince-songkla-university,https://www.topuniversities.com/sites/default/files/prince-of-songkla-university_507_small.jpg,YES,Prince of Songkla University
Azerbaijan,Baku,Asia,Private,S,Tanis,C,https://www.topuniversities.com/universities/baku-engineering-university,https://www.topuniversities.com/sites/default/files/baku-engineering-university_592560cf2aeae70239af55b6_small.jpg,NO,Baku Engineering University
Pakistan,Islamabad,Asia,Public,L,Football,B,https://www.topuniversities.com/universities/quaid-i-azam-university,https://www.topuniversities.com/sites/default/files/quaid-i-azam-university_592560cf2aeae70239af4d41_small.jpg,YES,Quaid-i-Azam University
Japan,Kyoto,Asia,Private,XL,Cricket,E,https://www.topuniversities.com/universities/ritsumeikan-university,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,YES,Ritsumeikan University
Canada,Toronto,North America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/ryerson-university,https://www.topuniversities.com/sites/default/files/ryerson-university_592560cf2aeae70239af5166_small.jpg,YES,Ryerson University
Japan,Saitama City,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/saitama-university,https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg,NO,Saitama University
United States,San Diego,North America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/san-diego-state-university,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,YES,San Diego State University
South Korea,Seoul,Asia,Public,M,VollyBall,A,https://www.topuniversities.com/universities/seoul-national-university-science-technology,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,NO,Seoul National University of Science and Technology
Indonesia,Surabaya,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,YES,Institute Teknologi Sepuluh Nopember (ITS Surabaya)
"Iran, Islamic Republic of",Tehran,Asia,Public,L,Football,A,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,YES,Shahid Beheshti University (SBU)
Japan,Matsumoto City,Asia,Public,M,VollyBall,B,https://www.topuniversities.com/universities/shinshu-university,https://www.topuniversities.com/sites/default/files/shinshu-university-_592560cf2aeae70239af4e84_small.jpg,NO,Shinshu University 
United States,Northampton,North America,Private,S,Tanis,D,https://www.topuniversities.com/universities/smith-college,https://www.topuniversities.com/sites/default/files/smith-college_592560cf2aeae70239af4cb7_small.jpg,NO,Smith College
United States,Dallas,North America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/southern-methodist-university,https://www.topuniversities.com/sites/default/files/southern-methodist-university_592560cf2aeae70239af4daa_small.jpg,NO,Southern Methodist University
Ukraine,Sumy,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/sumy-state-university,https://www.topuniversities.com/sites/default/files/sumy-state-university_592560cf2aeae70239af57c7_small.jpg,NO,Sumy State University
United Kingdom,Aberdeen,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/robert-gordon-university,https://www.topuniversities.com/sites/default/files/robert-gordon-university_529_small.jpg,NO,Robert Gordon University
Japan,Hiratsuka City,Asia,Private,L,Football,D,https://www.topuniversities.com/universities/tokai-university,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,YES,Tokai University
Japan,Kagurazaka,Asia,Private,L,Football,A,https://www.topuniversities.com/universities/tokyo-university-science,https://www.topuniversities.com/sites/default/files/tokyo-university-of-science_14169_small.jpg,YES,Tokyo University of Science
Chile,Valdivia,Latin America,Private,L,Football,D,https://www.topuniversities.com/universities/universidad-austral-de-chile,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg,YES,Universidad Austral de Chile
Mexico,San NicolÃ¡s de los Garza,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,YES,Universidad AutÃ³noma de Nuevo LeÃ³n
Mexico,Toluca de Lerdo,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,YES,Universidad AutÃ³noma del Estado de México (UAEMex)
Mexico,MexicoÂ City,Latin America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,YES,Universidad AutÃ³noma Metropolitano (UAM)
Spain,Ciudad Real,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg,YES,Universidad de Castilla-La Mancha
Mexico,Guadalajara,Latin America,Public,XL,Cricket,B,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,YES,Universidad de Guadalajara (UDG)
Cuba,Havana,Latin America,Public,L,Football,A,https://www.topuniversities.com/universities/universidad-de-la-habana,https://www.topuniversities.com/sites/default/files/universidad-de-la-habana_592560cf2aeae70239af54d1_small.jpg,YES,Universidad de La Habana
Uruguay,Montevideo,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,YES,Universidad de la República (Udelar)
Mexico,Cholula,Latin America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,NO,Universidad de las Americas Puebla (UDLAP)
Venezuela,Merida,Latin America,Public,L,Football,A,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,YES,Universidad de Los Andes - (ULA) Mérida
Mexico,San Pedro Garza GarcÃƒÂ­a,Latin America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg,NO,Universidad de Monterrey (UDEM)
Spain,Murcia,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-murcia,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,YES,University of Murcia
Puerto Rico,San Juan,Latin America,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universidad-de-puerto-rico,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,YES,Universidad de Puerto Rico
Ecuador,Quito,Latin America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,NO,Universidad San Francisco de Quito (USFQ)
Chile,Talca,Latin America,Public,M,VollyBall,C,https://www.topuniversities.com/universities/universidad-de-talca,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,NO,Universidad de Talca
Chile,Valparaiso,Latin America,Public,L,Football,E,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,YES,Universidad de Valparaiso (UV)
Colombia,Barranquilla,Latin America,Private,L,Football,E,https://www.topuniversities.com/universities/universidad-del-norte,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,YES,Universidad del Norte 
Colombia,BogotÃ¡Â¡,Latin America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/universidad-del-rosario,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,NO,Universidad del Rosario
Colombia,Cali,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidad-del-valle,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,YES,Universidad del Valle
Chile,Santiago,Latin America,Private,L,Football,E,https://www.topuniversities.com/universities/universidad-diego-portales-udp,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,YES,Universidad Diego Portales (UDP)
Colombia,Bucaramanga,Latin America,Public,L,Football,C,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,YES,Universidad Industrial de Santander - UIS
Costa Rica,San JosaÂ©,Latin America,Private,S,Tanis,E,https://www.topuniversities.com/universities/ulacit-universidad-latinoamericana-de-ciencia-y-tecnologia-costa-rica,https://www.topuniversities.com/sites/default/files/-ulacit-universidad-latinoamericana-de-ciencia-y-tecnologa-costa-rica_592560cf2aeae70239af4dbb_small.jpg,NO," ULACIT - Universidad Latinoamericana de Ciencia y Tecnologica, Costa Rica"
Venezuela,Caracas,Latin America,Private,M,VollyBall,C,https://www.topuniversities.com/universities/universidad-metropolitana,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg,NO,Universidad Metropolitan
Costa Rica,Heredia,Latin America,Public,L,Football,B,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,YES,Universidad Nacional Costa Rica
Argentina,Mendoza,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,YES,Universidad Nacional de Cuyo
Argentina,Mar del Plata,Latin America,Public,L,Football,B,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,YES,Universidad Nacional de Mar del Plata
Argentina,San Miguel de TucumÃ¡n,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidad-nacional-de-tucuman,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-tucumn_592560cf2aeae70239af5123_small.jpg,YES,Universidad Nacional de Tucumán Â¡n
Argentina,Bahia Blanca,Latin America,Public,L,Football,C,https://www.topuniversities.com/universities/universidad-nacional-del-sur,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-sur_592560cf2aeae70239af550a_small.jpg,YES,Universidad Nacional del Sur
Peru,Lima,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,YES,Universidad Nacional Mayor de San Marcos
Mexico,MexicoÂ City,Latin America,Private,L,Football,E,https://www.topuniversities.com/universities/universidad-panamericana,https://www.topuniversities.com/sites/default/files/universidad-panamericana-up_592560cf2aeae70239af550d_small.jpg,YES,Universidad Panamericana (UP)
Peru,San Martin,Latin America,Private,M,VollyBall,E,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,NO,Universidad Peruana Cayetano Heredia (UPCH)
Spain,Madrid,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,https://www.topuniversities.com/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg,YES,Universidad Rey Juan Carlos
Venezuela,Caracas,Latin America,Public,M,VollyBall,D,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,NO,Universidad SimÃ³n BolÃ­var (USB)
Chile,Valparaiso,Latin America,Private,L,Football,E,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,YES,Universidad Tecnica Federico Santa MarÃ­a (USM)
Argentina,Buenos Aires,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,YES,Universidad TecnolÃ³gica Nacional (UTN)
Portugal,Lisbon,Europe,Private,M,VollyBall,E,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,NO,Universidade CatÃ³lica Portuguesa - UCP
Spain,A CoruÃƒÂ±a,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universidade-da-coruna,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,YES,Universidade da CoruÃ±a 
Brazil,Rio de Janeiro,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,YES,Universidade do Estado do Rio de Janeiro (UERJ)
Brazil,Londrina,Latin America,Public,L,Football,B,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,YES,Universidade Estadual de Londrina
Brazil,Salvador,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidade-federal-da-bahia,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,YES,Universidade Federal da Bahia
Brazil,FlorianÃƒÂ³polis,Latin America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,YES,Universidade Federal de Santa Catarina 
Brazil,Frederico Westphalen,Latin America,Public,L,Football,E,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,YES,Universidade Federal de Santa Maria
Brazil,ViÃ§osa,Latin America,Public,L,Football,C,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg,YES,Universidade Federal de ViÃ§osa (UFV)
Brazil,Fortaleza,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,YES,Universidade Federal do CearÃ¡ (UFC)
Brazil,Curitiba,Latin America,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,YES,Universidade Federal do ParanÃ¡ - UFPR
Brazil,Recife,Latin America,Public,XL,Cricket,B,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,YES,Universidade Federal de Pernambuco (UFPE) 
Brazil,Rio de Janeiro,Latin America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/universidade-federal-fluminense,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,YES,Universidade Federal Fluminense 
Italy,Venice,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/ca-foscari-university-venice,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,YES,Ca' Foscari University of Venice 
Italy,Catania,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/catania-university,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,YES,Catania University
Italy,Ferrara,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universita-degli-studi-di-ferrara,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg,YES,Universita' degli Studi di Ferrara
Italy,Genoa,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-genoa,https://www.topuniversities.com/sites/default/files/university-of-genoa_592560cf2aeae70239af4b62_small.jpg,YES,University of Genoa
Italy,Perugia,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,YES,Universitas  degli Studi di Perugia
Italy,Siena,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-siena,https://www.topuniversities.com/sites/default/files/university-of-siena_561_small.jpg,YES,University of Siena
Italy,Trieste,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-trieste,https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg,YES,University of Trieste
Italy,Rome,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,YES,Universitas  degli studi Roma Tre
Italy,Palermo,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-palermo,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,YES,University of Palermo
Indonesia,Surakarta,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/universitas-muhammadiyah-surakarta,https://www.topuniversities.com/sites/default/files/universitas-muhammadiyah-surakarta_592560cf2aeae70239af4e39_small.jpg,YES,Universitas Muhammadiyah Surakarta
France,Villeneuve d'Ascq,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universite-charles-de-gaulle-lille-3,https://www.topuniversities.com/sites/default/files/universit-charles-de-gaulle-lille-3_592560cf2aeae70239af4bdd_small.jpg,YES,Universitas© Charles-de-Gaulle Lille 3
France,Caen,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universite-de-caen-basse-normandie,https://www.topuniversities.com/sites/default/files/universit-de-caen-basse-normandie_592560cf2aeae70239af4ad2_small.jpg,YES,Universitas© de Caen Normandie
France,Cergy,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universite-de-cergy-pontoise,https://www.topuniversities.com/sites/default/files/universit-de-cergy-pontoise_592560cf2aeae70239af51d5_small.jpg,YES,Universitas© de Cergy-Pontoise
France,Nancy,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/universite-de-lorraine,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,YES,Universitas© de Lorraine
France,Nantes,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universite-de-nantes,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,YES,Universitas© de Nantes
France,Poitiers,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universite-de-poitiers,https://www.topuniversities.com/sites/default/files/universit-de-poitiers_592560cf2aeae70239af4fa2_small.jpg,YES,Universitas© de Poitiers
France,Lyon,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/universite-jean-moulin-lyon-3,https://www.topuniversities.com/sites/default/files/universit-jean-moulin-lyon-3_592560cf2aeae70239af4bfb_small.jpg,YES,Universitas© Jean Moulin Lyon 3
France,Lille,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/universite-lille-2-droit-et-sante,https://www.topuniversities.com/sites/default/files/universit-lille-2-droit-et-sant_592560cf2aeae70239af4bdc_small.jpg,YES,Universitas© Lille 2 Droit et Santa©
France,Lyon,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universite-lumiere-lyon-2,https://www.topuniversities.com/sites/default/files/universit-lumire-lyon-2_592560cf2aeae70239af4bf9_small.jpg,YES,Universitas© Lumiere Lyon 2
France,Paris,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/universite-paris-nanterre,https://www.topuniversities.com/sites/default/files/universit-paris-ouest-nanterre-la-dfense_489_small.jpg,YES,Universitas© Paris-Nanterre
France,Montpellier,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/paul-valery-university-montpellier,https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg,YES,Paul Valéry University Montpellier
France,Toulouse,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,YES,Universitas© Toulouse 1 Capitole
